channel_id,counter_id,start_datetime,end_datetime,count,status
353226361,CPTTEST2031,2022-01-01T00:00:00+01:00,2022-01-02T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-02T00:00:00+01:00,2022-01-03T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-03T00:00:00+01:00,2022-01-04T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-04T00:00:00+01:00,2022-01-05T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-05T00:00:00+01:00,2022-01-06T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-06T00:00:00+01:00,2022-01-07T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-07T00:00:00+01:00,2022-01-08T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-08T00:00:00+01:00,2022-01-09T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-09T00:00:00+01:00,2022-01-10T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-10T00:00:00+01:00,2022-01-11T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-11T00:00:00+01:00,2022-01-12T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-12T00:00:00+01:00,2022-01-13T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-13T00:00:00+01:00,2022-01-14T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-14T00:00:00+01:00,2022-01-15T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-15T00:00:00+01:00,2022-01-16T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-16T00:00:00+01:00,2022-01-17T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-17T00:00:00+01:00,2022-01-18T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-18T00:00:00+01:00,2022-01-19T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-19T00:00:00+01:00,2022-01-20T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-20T00:00:00+01:00,2022-01-21T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-21T00:00:00+01:00,2022-01-22T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-22T00:00:00+01:00,2022-01-23T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-23T00:00:00+01:00,2022-01-24T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-24T00:00:00+01:00,2022-01-25T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-25T00:00:00+01:00,2022-01-26T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-26T00:00:00+01:00,2022-01-27T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-27T00:00:00+01:00,2022-01-28T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-28T00:00:00+01:00,2022-01-29T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-29T00:00:00+01:00,2022-01-30T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-30T00:00:00+01:00,2022-01-31T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-01-31T00:00:00+01:00,2022-02-01T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-01T00:00:00+01:00,2022-02-02T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-02T00:00:00+01:00,2022-02-03T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-03T00:00:00+01:00,2022-02-04T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-04T00:00:00+01:00,2022-02-05T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-05T00:00:00+01:00,2022-02-06T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-06T00:00:00+01:00,2022-02-07T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-07T00:00:00+01:00,2022-02-08T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-08T00:00:00+01:00,2022-02-09T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-09T00:00:00+01:00,2022-02-10T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-10T00:00:00+01:00,2022-02-11T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-11T00:00:00+01:00,2022-02-12T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-12T00:00:00+01:00,2022-02-13T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-13T00:00:00+01:00,2022-02-14T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-14T00:00:00+01:00,2022-02-15T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-15T00:00:00+01:00,2022-02-16T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-16T00:00:00+01:00,2022-02-17T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-17T00:00:00+01:00,2022-02-18T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-18T00:00:00+01:00,2022-02-19T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-19T00:00:00+01:00,2022-02-20T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-20T00:00:00+01:00,2022-02-21T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-21T00:00:00+01:00,2022-02-22T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-22T00:00:00+01:00,2022-02-23T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-23T00:00:00+01:00,2022-02-24T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-24T00:00:00+01:00,2022-02-25T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-25T00:00:00+01:00,2022-02-26T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-26T00:00:00+01:00,2022-02-27T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-27T00:00:00+01:00,2022-02-28T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-02-28T00:00:00+01:00,2022-03-01T00:00:00+01:00,2,"VALIDATED"
353226361,CPTTEST2031,2022-03-01T00:00:00+01:00,2022-03-02T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-02T00:00:00+01:00,2022-03-03T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-03T00:00:00+01:00,2022-03-04T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-04T00:00:00+01:00,2022-03-05T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-05T00:00:00+01:00,2022-03-06T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-06T00:00:00+01:00,2022-03-07T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-07T00:00:00+01:00,2022-03-08T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-08T00:00:00+01:00,2022-03-09T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-09T00:00:00+01:00,2022-03-10T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-10T00:00:00+01:00,2022-03-11T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-11T00:00:00+01:00,2022-03-12T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-12T00:00:00+01:00,2022-03-13T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-13T00:00:00+01:00,2022-03-14T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-14T00:00:00+01:00,2022-03-15T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-15T00:00:00+01:00,2022-03-16T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-16T00:00:00+01:00,2022-03-17T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-17T00:00:00+01:00,2022-03-18T00:00:00+01:00,1,"VALIDATED"
353226361,CPTTEST2031,2022-03-18T00:00:00+01:00,2022-03-19T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-19T00:00:00+01:00,2022-03-20T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-20T00:00:00+01:00,2022-03-21T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-21T00:00:00+01:00,2022-03-22T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-22T00:00:00+01:00,2022-03-23T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-23T00:00:00+01:00,2022-03-24T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-24T00:00:00+01:00,2022-03-25T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-25T00:00:00+01:00,2022-03-26T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-26T00:00:00+01:00,2022-03-27T00:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-27T00:00:00+01:00,2022-03-27T23:00:00+01:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-28T00:00:00+02:00,2022-03-29T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-29T00:00:00+02:00,2022-03-30T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-30T00:00:00+02:00,2022-03-31T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-03-31T00:00:00+02:00,2022-04-01T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-01T00:00:00+02:00,2022-04-02T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-02T00:00:00+02:00,2022-04-03T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-03T00:00:00+02:00,2022-04-04T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-04T00:00:00+02:00,2022-04-05T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-05T00:00:00+02:00,2022-04-06T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-06T00:00:00+02:00,2022-04-07T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-07T00:00:00+02:00,2022-04-08T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-08T00:00:00+02:00,2022-04-09T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-09T00:00:00+02:00,2022-04-10T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-10T00:00:00+02:00,2022-04-11T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-11T00:00:00+02:00,2022-04-12T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-12T00:00:00+02:00,2022-04-13T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-13T00:00:00+02:00,2022-04-14T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-14T00:00:00+02:00,2022-04-15T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-15T00:00:00+02:00,2022-04-16T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-16T00:00:00+02:00,2022-04-17T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-17T00:00:00+02:00,2022-04-18T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-18T00:00:00+02:00,2022-04-19T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-19T00:00:00+02:00,2022-04-20T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-20T00:00:00+02:00,2022-04-21T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-21T00:00:00+02:00,2022-04-22T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-22T00:00:00+02:00,2022-04-23T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-23T00:00:00+02:00,2022-04-24T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-24T00:00:00+02:00,2022-04-25T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-25T00:00:00+02:00,2022-04-26T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-26T00:00:00+02:00,2022-04-27T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-27T00:00:00+02:00,2022-04-28T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-28T00:00:00+02:00,2022-04-29T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-29T00:00:00+02:00,2022-04-30T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-04-30T00:00:00+02:00,2022-05-01T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-05-01T00:00:00+02:00,2022-05-02T00:00:00+02:00,5,"VALIDATED"
353226361,CPTTEST2031,2022-05-02T00:00:00+02:00,2022-05-03T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-05-03T00:00:00+02:00,2022-05-04T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-05-04T00:00:00+02:00,2022-05-05T00:00:00+02:00,1,"VALIDATED"
353226361,CPTTEST2031,2022-05-05T00:00:00+02:00,2022-05-06T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-05-06T00:00:00+02:00,2022-05-07T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-05-07T00:00:00+02:00,2022-05-08T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-05-08T00:00:00+02:00,2022-05-09T00:00:00+02:00,14,"VALIDATED"
353226361,CPTTEST2031,2022-05-09T00:00:00+02:00,2022-05-10T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-05-10T00:00:00+02:00,2022-05-11T00:00:00+02:00,9,"VALIDATED"
353226361,CPTTEST2031,2022-05-11T00:00:00+02:00,2022-05-12T00:00:00+02:00,5,"VALIDATED"
353226361,CPTTEST2031,2022-05-12T00:00:00+02:00,2022-05-13T00:00:00+02:00,8,"VALIDATED"
353226361,CPTTEST2031,2022-05-13T00:00:00+02:00,2022-05-14T00:00:00+02:00,8,"VALIDATED"
353226361,CPTTEST2031,2022-05-14T00:00:00+02:00,2022-05-15T00:00:00+02:00,3,"VALIDATED"
353226361,CPTTEST2031,2022-05-15T00:00:00+02:00,2022-05-16T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-05-16T00:00:00+02:00,2022-05-17T00:00:00+02:00,1,"VALIDATED"
353226361,CPTTEST2031,2022-05-17T00:00:00+02:00,2022-05-18T00:00:00+02:00,6,"MODIFIED,VALIDATED"
353226361,CPTTEST2031,2022-05-18T00:00:00+02:00,2022-05-19T00:00:00+02:00,8,"MODIFIED,VALIDATED"
353226361,CPTTEST2031,2022-05-19T00:00:00+02:00,2022-05-20T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-05-20T00:00:00+02:00,2022-05-21T00:00:00+02:00,3,"VALIDATED"
353226361,CPTTEST2031,2022-05-21T00:00:00+02:00,2022-05-22T00:00:00+02:00,21,"VALIDATED"
353226361,CPTTEST2031,2022-05-22T00:00:00+02:00,2022-05-23T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-05-23T00:00:00+02:00,2022-05-24T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-05-24T00:00:00+02:00,2022-05-25T00:00:00+02:00,1,"VALIDATED"
353226361,CPTTEST2031,2022-05-25T00:00:00+02:00,2022-05-26T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-05-26T00:00:00+02:00,2022-05-27T00:00:00+02:00,1,"VALIDATED"
353226361,CPTTEST2031,2022-05-27T00:00:00+02:00,2022-05-28T00:00:00+02:00,1,"VALIDATED"
353226361,CPTTEST2031,2022-05-28T00:00:00+02:00,2022-05-29T00:00:00+02:00,12,"VALIDATED"
353226361,CPTTEST2031,2022-05-29T00:00:00+02:00,2022-05-30T00:00:00+02:00,5,"VALIDATED"
353226361,CPTTEST2031,2022-05-30T00:00:00+02:00,2022-05-31T00:00:00+02:00,13,"VALIDATED"
353226361,CPTTEST2031,2022-05-31T00:00:00+02:00,2022-06-01T00:00:00+02:00,2,"VALIDATED"
353226361,CPTTEST2031,2022-06-01T00:00:00+02:00,2022-06-02T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-06-02T00:00:00+02:00,2022-06-03T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-06-03T00:00:00+02:00,2022-06-04T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-06-04T00:00:00+02:00,2022-06-05T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-06-05T00:00:00+02:00,2022-06-06T00:00:00+02:00,1,"VALIDATED"
353226361,CPTTEST2031,2022-06-06T00:00:00+02:00,2022-06-07T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-06-07T00:00:00+02:00,2022-06-08T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-06-08T00:00:00+02:00,2022-06-09T00:00:00+02:00,6,"VALIDATED"
353226361,CPTTEST2031,2022-06-09T00:00:00+02:00,2022-06-10T00:00:00+02:00,1,"VALIDATED"
353226361,CPTTEST2031,2022-06-10T00:00:00+02:00,2022-06-11T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-06-11T00:00:00+02:00,2022-06-12T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-06-12T00:00:00+02:00,2022-06-13T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-06-13T00:00:00+02:00,2022-06-14T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-06-14T00:00:00+02:00,2022-06-15T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-06-15T00:00:00+02:00,2022-06-16T00:00:00+02:00,0,"VALIDATED"
353226361,CPTTEST2031,2022-06-16T00:00:00+02:00,2022-06-17T00:00:00+02:00,0,"VALIDATED"
